,host,method,t_number,resolution,subunits,NSC,sasa,radius_inner,radius_ave,radius_outer,diameter_inner,diametr_ave,diameter_outer,pdb,uniprot_id
1010,Humans,ELECTRON MICROSCOPY,4,4.3,240,,"177,255.6 Å² × 60",168Å,340Å,344Å,336Å,680Å,688Å,7n1h,
1011,Animal,ELECTRON MICROSCOPY,4,5.8,240,,"131,865.8 Å² × 60",190Å,328Å,332Å,380Å,656Å,664Å,6odf,
1012,Human,ELECTRON MICROSCOPY,4,6.8,240,,"181,500.6 Å² × 60",162Å,335Å,340Å,324Å,670Å,680Å,5vu2,A0A0H4CWF2
1013,Humans,ELECTRON MICROSCOPY,4,4.99,240,,"177,606.7 Å² × 60",165Å,336Å,361Å,330Å,672Å,722Å,6nk7,
1014,"Insect,Animal,Human",ELECTRON MICROSCOPY,4,5.0,240,,"174,749.6 Å² × 60",167Å,337Å,341Å,334Å,674Å,682Å,3j2w,
1015,"Insect,Animal,Human",ELECTRON MICROSCOPY,4,16.9,240,+720 e- per virion,"186,141.1 Å² × 60",247Å,384Å,385Å,494Å,768Å,770Å,5any,
1016,Humans,ELECTRON MICROSCOPY,4,4.16,240,-1740 e- per virion,"160,555.4 Å² × 60",169Å,333Å,336Å,338Å,666Å,672Å,6nk5,
1017,Humans,ELECTRON MICROSCOPY,4,4.06,240,,"199,804.8 Å² × 60",169Å,353Å,362Å,338Å,706Å,724Å,6nk6,
1018,Human,ELECTRON MICROSCOPY,4,6.33,240,,"175,605.4 Å² × 60",248Å,362Å,363Å,496Å,724Å,726Å,6vyv,6VYV
1019,Human,ELECTRON MICROSCOPY,4,5.3,240,,"171,820.0 Å² × 60",253Å,367Å,370Å,506Å,734Å,740Å,6w09,Q88628
1020,Human,ELECTRON MICROSCOPY,4,5.3,240,,"172,653.0 Å² × 60",251Å,363Å,366Å,502Å,726Å,732Å,6w1c,
1021,"Insect,Animal,Human",ELECTRON MICROSCOPY,4,9.0,240,-120 e- per virion,"114,274.7 Å² × 60",177Å,320Å,322Å,354Å,640Å,644Å,1z8y,P03316
1022,Human,ELECTRON MICROSCOPY,4,4.8,240,-1200 e- per virion,"110,475.5 Å² × 60",252Å,334Å,335Å,504Å,668Å,670Å,6w2u,Q8QZ72
1023,Human,ELECTRON MICROSCOPY,4,5.0,240,,,148Å,334Å,337Å,296Å,668Å,674Å,2yew,
1024,Animal,ELECTRON MICROSCOPY,4,4.8,240,,"176,223.6 Å² × 60",165Å,339Å,342Å,330Å,678Å,684Å,3j0c,P05674
1025,Human,ELECTRON MICROSCOPY,4,9.0,240,,"96,601.3 Å² × 60",260Å,334Å,334Å,520Å,668Å,668Å,3muw,P03316
1026,,CRYO-ELECTRON MICROSCOPY,4,9.0,240,+360 e- per virion,"22,216.4 Å² × 60",159Å,203Å,205Å,318Å,406Å,410Å,1dyl,P03315
1027,Human,ELECTRON MICROSCOPY,4,7.0,240,,,173Å,342Å,342Å,346Å,684Å,684Å,3j0f,P03316
1028,,CRYO-ELECTRON MICROSCOPY,4,11.4,240,,"20,900.6 Å² × 60",182Å,326Å,330Å,364Å,652Å,660Å,1ld4,P03316
1029,"Insect,Animal,Human",ELECTRON MICROSCOPY,4,9.0,240,+240 e- per virion,"111,415.9 Å² × 60",261Å,345Å,349Å,522Å,690Å,698Å,2xfc,
1030,Human,ELECTRON MICROSCOPY,4,9.0,240,+720 e- per virion,"105,772.3 Å² × 60",264Å,341Å,343Å,528Å,682Å,686Å,2xfb,Q1H8W5
1031,Plant,ELECTRON MICROSCOPY,3,3.2,180,-60 e- per virion,"21,796.5 Å² × 60",109Å,175Å,176Å,218Å,350Å,352Å,6mrl,
1032,,X-RAY DIFFRACTION,3,3.2,180,+120 e- per virion,"19,569.7 Å² × 60",117Å,176Å,177Å,234Å,352Å,354Å,1opo,P04383
1033,"Fungi,Plant",ELECTRON MICROSCOPY,3,11.5,180,+60 e- per virion,"23,729.8 Å² × 60",111Å,172Å,175Å,222Å,344Å,350Å,3zx8,P06663
1034,"Fungi,Plant",ELECTRON MICROSCOPY,3,17.0,180,-540 e- per virion,"30,365.8 Å² × 60",124Å,187Å,188Å,248Å,374Å,376Å,3zx9,P06663
1035,"Fungi,Plant",X-RAY DIFFRACTION,3,3.2,180,,"10,317.9 Å² × 60",111Å,165Å,167Å,222Å,330Å,334Å,3zxa,
1036,Plant,X-RAY DIFFRACTION,3,2.81,180,+240 e- per virion,"21,059.8 Å² × 60",106Å,172Å,173Å,212Å,344Å,346Å,2zah,Q3LHM1
1037,Plant,ELECTRON MICROSCOPY,3,2.9,180,+360 e- per virion,"19,887.4 Å² × 60",109Å,172Å,175Å,218Å,344Å,350Å,6mrm,
1038,Plant,ELECTRON MICROSCOPY,3,3.6,180,+180 e- per virion,"13,637.5 Å² × 60",117Å,164Å,168Å,234Å,328Å,336Å,3jb8,I6QQC4
1039,,X-RAY DIFFRACTION,3,2.25,180,-60 e- per virion,"11,144.3 Å² × 60",108Å,155Å,159Å,216Å,310Å,318Å,1c8n,9279839
1040,,X-RAY DIFFRACTION,3,5.0,180,,,109Å,151Å,157Å,218Å,302Å,314Å,1tnv,
1041,Plant,X-RAY DIFFRACTION,3,2.9,180,+180 e- per virion,"17,102.3 Å² × 60",101Å,153Å,156Å,202Å,306Å,312Å,4v99,
1042,Plant,X-RAY DIFFRACTION,3,2.89,180,-360 e- per virion,"19,210.2 Å² × 60",110Å,173Å,177Å,220Å,346Å,354Å,4llf,
1043,,X-RAY DIFFRACTION,3,2.9,180,-420 e- per virion,"21,218.9 Å² × 60",109Å,173Å,176Å,218Å,346Å,352Å,2tbv,P11795
1044,Humans,ELECTRON MICROSCOPY,2,3.65,120,-300 e- per virion,"31,873.9 Å² × 60",157Å,207Å,211Å,314Å,414Å,422Å,6y83,L7XUU7
1045,Humans,ELECTRON MICROSCOPY,2,3.63,120,-120 e- per virion,"31,720.8 Å² × 60",155Å,205Å,209Å,310Å,410Å,418Å,7ns2,L7XUU7
1046,Yeast,ELECTRON MICROSCOPY,2,2.9,120,-300 e- per virion,"38,250.6 Å² × 60",162Å,219Å,222Å,324Å,438Å,444Å,7qwx,Q87026
1047,Yeast,ELECTRON MICROSCOPY,2,3.7,120,-180 e- per virion,"37,484.0 Å² × 60",162Å,218Å,221Å,324Å,436Å,442Å,7qwz,
1048,,X-RAY DIFFRACTION,2,3.5,120,-1200 e- per virion,"30,792.2 Å² × 60",159Å,216Å,220Å,318Å,432Å,440Å,1m1c,P32503
1049,Humans,ELECTRON MICROSCOPY,2,4.0,120,-120 e- per virion,"38,983.3 Å² × 60",157Å,224Å,227Å,314Å,448Å,454Å,7m12,Q9JE95
1050,Archaea,ELECTRON MICROSCOPY,pT31,4.5,960,,,275Å,359Å,485Å,550Å,718Å,970Å,3j31,Q6Q0L4
1051,Plants,ELECTRON MICROSCOPY,3,3.4,180,+300 e- per virion,"12,248.4 Å² × 60",105Å,151Å,155Å,210Å,302Å,310Å,7sqy,Q3HWZ1
1052,Plants,ELECTRON MICROSCOPY,3,3.1,180,+240 e- per virion,"11,519.7 Å² × 60",109Å,151Å,155Å,218Å,302Å,310Å,7sqz,Q3HWZ1
1053,Plants,ELECTRON MICROSCOPY,3,3.47,180,-60 e- per virion,"8,862.6 Å² × 60",110Å,146Å,151Å,220Å,292Å,302Å,6rtk,P09508
1054,Plant,X-RAY DIFFRACTION,3,3.4,180,+60 e- per virion,"12,533.4 Å² × 60",105Å,155Å,157Å,210Å,310Å,314Å,2xpj,P36351
1055,,X-RAY DIFFRACTION,3,2.7,180,-120 e- per virion,"13,020.6 Å² × 60",106Å,152Å,159Å,212Å,304Å,318Å,1ddl,3282626
1056,,X-RAY DIFFRACTION,3,3.2,180,+420 e- per virion,"14,483.1 Å² × 60",105Å,156Å,158Å,210Å,312Å,316Å,1e57,P36351
1057,,X-RAY DIFFRACTION,3,3.8,180,+420 e- per virion,"14,985.8 Å² × 60",97Å,150Å,157Å,194Å,300Å,314Å,1qjz,P36351
1058,Plant,X-RAY DIFFRACTION,3,3.9,180,+480 e- per virion,"13,409.4 Å² × 60",106Å,152Å,157Å,212Å,304Å,314Å,2wws,
1059,,X-RAY DIFFRACTION,3,2.9,180,+180 e- per virion,"11,667.5 Å² × 60",106Å,152Å,158Å,212Å,304Å,316Å,2fz1,P20125
1060,,X-RAY DIFFRACTION,3,2.9,180,-60 e- per virion,"1,626.5 Å² × 60",104Å,152Å,158Å,208Å,304Å,316Å,2fz2,P20125
1061,,X-RAY DIFFRACTION,3,3.75,180,,"12,122.9 Å² × 60",106Å,152Å,158Å,212Å,304Å,316Å,1w39,P03608
1062,,X-RAY DIFFRACTION,3,3.2,180,+60 e- per virion,"11,845.8 Å² × 60",107Å,152Å,158Å,214Å,304Å,316Å,1auy,P03608
